dip_angle_deg,trace_length_m
4.030008477391672272e+01,2.943483679495175753e-01
4.030008477391672272e+01,4.576931440838709064e-01
4.030008477391663746e+01,2.793274201168585158e-01
3.718579028500215600e+01,9.769726661529050393e-02
3.718579028500249706e+01,4.621380326168850750e-01
3.718579028500241179e+01,3.944922258392329351e-01
4.103232290013693273e+01,6.566885406965746741e-01
4.103232290013681904e+01,1.642030411036928261e-01
1.550170770613468108e+01,1.155518983873524141e-01
1.550170770613488003e+01,1.120060814359811197e-01
6.732875893358027497e+00,3.550396093324945102e-01
6.732875893358169606e+00,9.707319461896503077e-01
7.459707220550598095e+00,2.924685075045992955e-01
7.459707220550825468e+00,2.252234793219785869e-01
7.459707220550626516e+00,9.327871534062103231e-01
6.709761422826034050e+00,1.669675919289659860e-01
6.709761422825977206e+00,1.120619741323967133e+00
6.709761422826062471e+00,1.676754171414931716e-01
3.121691726963055658e+01,2.988438590170421905e-01
3.121691726963041447e+01,4.289568289385091160e-01
3.121691726963024394e+01,2.164874463418485218e-01
9.827052630716906378e+00,2.423787311716276704e-01
9.827052630716963222e+00,2.672308327132808525e-01
9.827052630716934800e+00,3.591312049192587619e-01
9.827052630716906378e+00,1.784985672930067824e-01
9.827052630716963222e+00,8.067447078553301454e-01
9.827052630716906378e+00,1.878994732398657219e-01
1.182600444881242652e+01,4.345896299012519948e-01
1.182600444881259705e+01,2.903435830738436696e-01
3.275875472696498036e+01,6.509307801010334460e-01
3.275875472696503721e+01,8.201787376504373617e-01
3.836221819161445978e+01,6.247869000004681039e-01
3.836221819161431767e+01,2.390993264473284807e-01
3.836221819161434610e+01,9.703578099093591869e-02
1.904281687689945102e+01,9.401392233586666203e-01
1.904281687689939417e+01,6.062252498758854413e-01
2.418572113383760325e+00,1.776332743592203001e-01
1.442571622668776854e+01,1.857156340149599405e-01
1.442571622668771170e+01,3.368497244184933681e-01
8.680873021949196300e+00,4.572912799529009198e-01
3.463865580735730987e+01,5.164530665094402284e-01
3.786958106327801943e+01,7.517160777809934746e-01
3.786958106327801943e+01,3.448499574090223008e-01
4.287126307608502884e+00,1.364818630282848000e-01
4.287126307608531306e+00,4.288185370435385058e-01
1.240565881831577144e+01,1.582667704567443379e-01
1.240565881831560091e+01,2.503366025579213394e-01
4.266024769982323050e+01,9.696371839844306062e-02
1.440499430755323829e+00,1.660643899054193295e-01
1.440499430755153298e+00,3.128376042253469547e-01
2.562191435135903816e+01,2.903530133175204475e-01
2.562191435135900974e+01,6.755716572246354135e-01
2.434004977229062661e+01,6.757844972208989498e-01
6.753964992240099718e+00,3.650214246843364596e-01
6.753964992240071297e+00,7.227836026740050990e-01
6.753964992240071297e+00,2.837740521138080174e-01
6.753964992240014453e+00,1.405858375088503975e-01
8.518672089557981053e+00,1.402560525061404828e-01
8.518672089558094740e+00,2.914607920548814013e-01
8.518672089558009475e+00,1.777756940165596822e-01
8.518672089558094740e+00,1.895017963153542429e-01
1.759602696402026822e+00,4.877077092714212081e-01
1.759602696402112088e+00,1.735555649716285509e-01
3.940656465478255654e+01,1.648054358260502006e-01
1.518419005558831714e+01,4.621434764541625384e-01
1.518419005558823187e+01,9.495871039788710277e-01
4.180694298818701782e+01,4.394985978654942227e-01
4.180694298818713150e+01,3.912563969698485411e-01
4.180694298818701782e+01,3.763141651282556066e-01
3.740015377057704882e+01,3.727691366184576194e-01
1.911292369128196356e+01,1.046796788513784382e-01
1.911292369128204882e+01,6.132739656135722806e-01
2.366841554059649866e+01,7.906564566227681778e-01
2.366841554059655550e+01,2.937957418496626172e-01
2.366841554059644182e+01,7.319831467820014925e-01
4.290757233859039843e+01,3.506345783395529159e-01
